dummy_id,gene_id
864,APOH|350
865,APOL1|8542
866,APOL2|23780
867,APOL3|80833
868,APOL4|80832
869,APOL5|80831
870,APOL6|80830
871,APOLD1|81575
872,APOM|55937
873,APOOL|139322
874,APOO|79135
875,APPBP2|10513
876,APPL1|26060
877,APPL2|55198
878,APP|351
879,APRT|353
880,APTX|54840
881,AQP10|89872
882,AQP11|282679
883,AQP12A|375318
884,AQP12B|653437
885,AQP1|358
886,AQP2|359
887,AQP3|360
888,AQP4|361
889,AQP5|362
890,AQP6|363
891,AQP7P1|375719
892,AQP7P3|441432
893,AQP7|364
894,AQP8|343
895,AQP9|366
896,AQPEP|206338
897,AQR|9716
898,ARAF|369
899,ARAP1|116985
900,ARAP2|116984
901,ARAP3|64411
902,ARCN1|372
903,ARC|23237
904,AREG|374
905,ARF1|375
906,ARF3|377
907,ARF4|378
908,ARF5|381
909,ARF6|382
910,ARFGAP1|55738
911,ARFGAP2|84364
912,ARFGAP3|26286
913,ARFGEF1|10565
914,ARFGEF2|10564
915,ARFIP1|27236
916,ARFIP2|23647
917,ARFRP1|10139
918,ARG1|383
919,ARG2|384
920,ARGFXP2|503640
921,ARGFX|503582
922,ARGLU1|55082
923,ARHGAP10|79658
924,ARHGAP11A|9824
925,ARHGAP11B|89839
926,ARHGAP12|94134
927,ARHGAP15|55843
928,ARHGAP17|55114
929,ARHGAP18|93663
930,ARHGAP19|84986
931,ARHGAP1|392
932,ARHGAP20|57569
933,ARHGAP21|57584
934,ARHGAP22|58504
935,ARHGAP23|57636
936,ARHGAP24|83478
937,ARHGAP25|9938
938,ARHGAP26|23092
939,ARHGAP27|201176
940,ARHGAP28|79822
941,ARHGAP29|9411
942,ARHGAP30|257106
943,ARHGAP31|57514
944,ARHGAP32|9743
945,ARHGAP33|115703
946,ARHGAP36|158763
947,ARHGAP39|80728
948,ARHGAP42|143872
949,ARHGAP4|393
950,ARHGAP5|394
951,ARHGAP6|395
952,ARHGAP8|23779
953,ARHGAP9|64333
954,ARHGDIA|396
955,ARHGDIB|397
956,ARHGDIG|398
957,ARHGEF10L|55160
958,ARHGEF10|9639
959,ARHGEF11|9826
960,ARHGEF12|23365
961,ARHGEF15|22899
962,ARHGEF16|27237
963,ARHGEF17|9828
964,ARHGEF18|23370
965,ARHGEF19|128272
966,ARHGEF1|9138
967,ARHGEF2|9181
968,ARHGEF33|100271715
969,ARHGEF35|445328
970,ARHGEF37|389337
971,ARHGEF38|54848
972,ARHGEF3|50650
973,ARHGEF4|50649
974,ARHGEF5|7984
975,ARHGEF6|9459
976,ARHGEF7|8874
977,ARHGEF9|23229
978,ARID1A|8289
979,ARID1B|57492
980,ARID2|196528
981,ARID3A|1820
982,ARID3B|10620
983,ARID3C|138715
984,ARID4A|5926
985,ARID4B|51742
986,ARID5A|10865
987,ARID5B|84159
988,ARIH1|25820
989,ARIH2|10425
990,ARL10|285598
991,ARL11|115761
992,ARL13A|392509
993,ARL13B|200894
994,ARL14|80117
995,ARL15|54622
996,ARL16|339231
997,ARL17A|51326
998,ARL17B|641522
999,ARL1|400
1000,ARL2BP|23568
1001,ARL2|402
1002,ARL3|403
1003,ARL4A|10124
1004,ARL4C|10123
1005,ARL4D|379
1006,ARL5A|26225
1007,ARL5B|221079
1008,ARL5C|390790
1009,ARL6IP1|23204
1010,ARL6IP4|51329
1011,ARL6IP5|10550
1012,ARL6IP6|151188
1013,ARL6|84100
1014,ARL8A|127829
1015,ARL8B|55207
1016,ARL9|132946
1017,ARMC10|83787
1018,ARMC1|55156
1019,ARMC2|84071
1020,ARMC3|219681
1021,ARMC4|55130
1022,ARMC5|79798
1023,ARMC6|93436
1024,ARMC7|79637
1025,ARMC8|25852
1026,ARMC9|80210
1027,ARMCX1|51309
1028,ARMCX2|9823
1029,ARMCX3|51566
1030,ARMCX5|64860
1031,ARMCX6|54470
1032,ARMS2|387715
1033,ARNT2|9915
1034,ARNTL2|56938
1035,ARNTL|406
1036,ARNT|405
1037,ARPC1A|10552
1038,ARPC1B|10095
1039,ARPC2|10109
1040,ARPC3|10094
1041,ARPC4|10093
1042,ARPC5L|81873
1043,ARPC5|10092
1044,ARPM1|84517
1045,ARPP19|10776
1046,ARPP21|10777
1047,ARR3|407
1048,ARRB1|408
1049,ARRB2|409
1050,ARRDC1|92714
1051,ARRDC2|27106
1052,ARRDC3|57561
1053,ARRDC4|91947
1054,ARRDC5|645432
1055,ARSA|410
1056,ARSB|411
1057,ARSD|414
1058,ARSE|415
1059,ARSF|416
1060,ARSG|22901
1061,ARSH|347527
1062,ARSI|340075
1063,ARSJ|79642
1064,ARSK|153642
1065,ART1|417
1066,ART3|419
1067,ART4|420
1068,ART5|116969
1069,ARTN|9048
1070,ARV1|64801
1071,ARVCF|421
1072,ARX|170302
1073,AR|367
1074,AS3MT|57412
1075,ASAH1|427
1076,ASAH2B|653308
1077,ASAH2|56624
1078,ASAM|79827
1079,ASAP1IT1|29065
1080,ASAP1|50807
1081,ASAP2|8853
1082,ASAP3|55616
1083,ASB10|136371
1084,ASB11|140456
1085,ASB12|142689
1086,ASB13|79754
1087,ASB14|142686
1088,ASB15|142685
1089,ASB16|92591
1090,ASB17|127247
1091,ASB18|401036
1092,ASB1|51665
1093,ASB2|51676
1094,ASB3|51130
1095,ASB4|51666
1096,ASB5|140458
1097,ASB6|140459
1098,ASB7|140460
1099,ASB8|140461
1100,ASB9|140462
1101,ASCC1|51008
1102,ASCC2|84164
1103,ASCC3|10973
1104,ASCL1|429
1105,ASCL2|430
1106,ASCL3|56676
1107,ASCL4|121549
1108,ASF1A|25842
1109,ASF1B|55723
1110,ASFMR1|100126270
1111,ASGR1|432
1112,ASGR2|433
1113,ASH1L|55870
1114,ASH2L|9070
1115,ASIP|434
1116,ASL|435
1117,ASMTL|8623
1118,ASMT|438
1119,ASNA1|439
1120,ASNSD1|54529
1121,ASNS|440
1122,ASPA|443
1123,ASPDH|554235
1124,ASPG|374569
1125,ASPHD1|253982
1126,ASPHD2|57168
1127,ASPH|444
1128,ASPM|259266
1129,ASPN|54829
1130,ASPRV1|151516
1131,ASPSCR1|79058
1132,ASRGL1|80150
1133,ASS1|445
1134,ASTE1|28990
1135,ASTL|431705
1136,ASTN1|460
1137,ASTN2|23245
1138,ASXL1|171023
1139,ASXL2|55252
1140,ASXL3|80816
1141,ASZ1|136991
1142,ATAD1|84896
1143,ATAD2B|54454
1144,ATAD2|29028
1145,ATAD3A|55210
1146,ATAD3B|83858
1147,ATAD3C|219293
1148,ATAD5|79915
1149,ATCAY|85300
1150,ATE1|11101
1151,ATF1|466
1152,ATF2|1386
1153,ATF3|467
1154,ATF4|468
1155,ATF5|22809
1156,ATF6B|1388
1157,ATF6|22926
1158,ATF7IP2|80063
1159,ATF7IP|55729
1160,ATF7|11016
1161,ATG10|83734
1162,ATG12|9140
1163,ATG16L1|55054
1164,ATG16L2|89849
1165,ATG2A|23130
1166,ATG2B|55102
1167,ATG3|64422
1168,ATG4A|115201
1169,ATG4B|23192
1170,ATG4C|84938
1171,ATG4D|84971
1172,ATG5|9474
1173,ATG7|10533
1174,ATG9A|79065
1175,ATG9B|285973
1176,ATHL1|80162
1177,ATIC|471
1178,ATL1|51062
1179,ATL2|64225
1180,ATL3|25923
1181,ATMIN|23300
1182,ATM|472
1183,ATN1|1822
1184,ATOH1|474
1185,ATOH7|220202
1186,ATOH8|84913
1187,ATOX1|475
1188,ATP10A|57194
1189,ATP10B|23120
1190,ATP10D|57205
1191,ATP11A|23250
1192,ATP11B|23200
1193,ATP11C|286410
1194,ATP12A|479
1195,ATP13A1|57130
1196,ATP13A2|23400
1197,ATP13A3|79572
1198,ATP13A4|84239
1199,ATP13A5|344905
1200,ATP1A1|476
1201,ATP1A2|477
1202,ATP1A3|478
1203,ATP1A4|480
1204,ATP1B1|481
1205,ATP1B2|482
1206,ATP1B3|483
1207,ATP1B4|23439
1208,ATP2A1|487
1209,ATP2A2|488
1210,ATP2A3|489
1211,ATP2B1|490
1212,ATP2B2|491
1213,ATP2B3|492
1214,ATP2B4|493
1215,ATP2C1|27032
1216,ATP2C2|9914
1217,ATP4A|495
1218,ATP4B|496
1219,ATP5A1|498
1220,ATP5B|506
1221,ATP5C1|509
1222,ATP5D|513
1223,ATP5EP2|432369
1224,ATP5E|514
1225,ATP5F1|515
1226,ATP5G1|516
1227,ATP5G2|517
1228,ATP5G3|518
1229,ATP5H|10476
1230,ATP5I|521
1231,ATP5J2|9551
1232,ATP5J|522
1233,ATP5L2|267020
1234,ATP5L|10632
1235,ATP5O|539
1236,ATP5SL|55101
1237,ATP5S|27109
1238,ATP6AP1L|92270
1239,ATP6AP1|537
1240,ATP6AP2|10159
1241,ATP6V0A1|535
1242,ATP6V0A2|23545
1243,ATP6V0A4|50617
1244,ATP6V0B|533
1245,ATP6V0C|527
1246,ATP6V0D1|9114
1247,ATP6V0D2|245972
1248,ATP6V0E1|8992
1249,ATP6V0E2|155066
1250,ATP6V1A|523
1251,ATP6V1B1|525
1252,ATP6V1B2|526
1253,ATP6V1C1|528
1254,ATP6V1C2|245973
1255,ATP6V1D|51382
1256,ATP6V1E1|529
1257,ATP6V1E2|90423
1258,ATP6V1F|9296
1259,ATP6V1G1|9550
