dummy_id,gene_id
4807,DEFB104A|140596
4808,DEFB105A|245908
4809,DEFB106A|245909
4810,DEFB107A|245910
4811,DEFB108B|245911
4812,DEFB109P1B|641517
4813,DEFB109P1|245912
4814,DEFB110|245913
4815,DEFB112|245915
4816,DEFB113|245927
4817,DEFB114|245928
4818,DEFB115|245929
4819,DEFB116|245930
4820,DEFB118|117285
4821,DEFB119|245932
4822,DEFB121|245934
4823,DEFB122|245935
4824,DEFB123|245936
4825,DEFB124|245937
4826,DEFB125|245938
4827,DEFB126|81623
4828,DEFB127|140850
4829,DEFB128|245939
4830,DEFB129|140881
4831,DEFB130|245940
4832,DEFB131|644414
4833,DEFB132|400830
4834,DEFB134|613211
4835,DEFB135|613209
4836,DEFB136|613210
4837,DEFB1|1672
4838,DEFB4A|1673
4839,DEGS1|8560
4840,DEGS2|123099
4841,DEK|7913
4842,DEM1|64789
4843,DENND1A|57706
4844,DENND1B|163486
4845,DENND1C|79958
4846,DENND2A|27147
4847,DENND2C|163259
4848,DENND2D|79961
4849,DENND3|22898
4850,DENND4A|10260
4851,DENND4B|9909
4852,DENND4C|55667
4853,DENND5A|23258
4854,DENND5B|160518
4855,DENR|8562
4856,DEPDC1B|55789
4857,DEPDC1|55635
4858,DEPDC4|120863
4859,DEPDC5|9681
4860,DEPDC6|64798
4861,DEPDC7|91614
4862,DERA|51071
4863,DERL1|79139
4864,DERL2|51009
4865,DERL3|91319
4866,DES|1674
4867,DET1|55070
4868,DEXI|28955
4869,DFFA|1676
4870,DFFB|1677
4871,DFNA5|1687
4872,DFNB31|25861
4873,DFNB59|494513
4874,DGAT1|8694
4875,DGAT2L6|347516
4876,DGAT2|84649
4877,DGCR10|26222
4878,DGCR11|25786
4879,DGCR14|8220
4880,DGCR2|9993
4881,DGCR5|26220
4882,DGCR6L|85359
4883,DGCR6|8214
4884,DGCR8|54487
4885,DGCR9|25787
4886,DGKA|1606
4887,DGKB|1607
4888,DGKD|8527
4889,DGKE|8526
4890,DGKG|1608
4891,DGKH|160851
4892,DGKI|9162
4893,DGKK|139189
4894,DGKQ|1609
4895,DGKZ|8525
4896,DGUOK|1716
4897,DHCR24|1718
4898,DHCR7|1717
4899,DHDDS|79947
4900,DHDH|27294
4901,DHDPSL|112817
4902,DHFRL1|200895
4903,DHFR|1719
4904,DHH|50846
4905,DHODH|1723
4906,DHPS|1725
4907,DHRS11|79154
4908,DHRS12|79758
4909,DHRS13|147015
4910,DHRS1|115817
4911,DHRS2|10202
4912,DHRS3|9249
4913,DHRS4L1|728635
4914,DHRS4L2|317749
4915,DHRS4|10901
4916,DHRS7B|25979
4917,DHRS7C|201140
4918,DHRS7|51635
4919,DHRS9|10170
4920,DHRSX|207063
4921,DHTKD1|55526
4922,DHX15|1665
4923,DHX16|8449
4924,DHX29|54505
4925,DHX30|22907
4926,DHX32|55760
4927,DHX33|56919
4928,DHX34|9704
4929,DHX35|60625
4930,DHX36|170506
4931,DHX37|57647
4932,DHX38|9785
4933,DHX40P1|653645
4934,DHX40|79665
4935,DHX57|90957
4936,DHX58|79132
4937,DHX8|1659
4938,DHX9|1660
4939,DIABLO|56616
4940,DIAPH1|1729
4941,DIAPH2|1730
4942,DIAPH3|81624
4943,DICER1|23405
4944,DIDO1|11083
4945,DIMT1L|27292
4946,DIO1|1733
4947,DIO2|1734
4948,DIO3OS|64150
4949,DIO3|1735
4950,DIP2A|23181
4951,DIP2B|57609
4952,DIP2C|22982
4953,DIRAS1|148252
4954,DIRAS2|54769
4955,DIRAS3|9077
4956,DIRC1|116093
4957,DIRC2|84925
4958,DIRC3|729582
4959,DIS3L2|129563
4960,DIS3L|115752
4961,DIS3|22894
4962,DISC1|27185
4963,DISC2|27184
4964,DISP1|84976
4965,DISP2|85455
4966,DIXDC1|85458
4967,DKC1|1736
4968,DKFZP434H168|26077
4969,DKFZP434K028|26070
4970,DKFZP434L187|26082
4971,DKFZP586I1420|222161
4972,DKFZP686I15217|401232
4973,DKFZp434J0226|93429
4974,DKFZp434L192|222029
4975,DKFZp566F0947|94023
4976,DKFZp686A1627|266695
4977,DKFZp686O24166|374383
4978,DKFZp761E198|91056
4979,DKFZp779M0652|374387
4980,DKK1|22943
4981,DKK2|27123
4982,DKK3|27122
4983,DKK4|27121
4984,DKKL1|27120
4985,DLAT|1737
4986,DLC1|10395
4987,DLD|1738
4988,DLEC1|9940
4989,DLEU1|10301
4990,DLEU2L|79469
4991,DLEU2|8847
4992,DLEU7|220107
4993,DLG1|1739
4994,DLG2|1740
4995,DLG3|1741
4996,DLG4|1742
4997,DLG5|9231
4998,DLGAP1|9229
4999,DLGAP2|9228
5000,DLGAP3|58512
5001,DLGAP4|22839
5002,DLGAP5|9787
5003,DLK1|8788
5004,DLK2|65989
5005,DLL1|28514
5006,DLL3|10683
5007,DLL4|54567
5008,DLST|1743
5009,DLX1|1745
5010,DLX2|1746
5011,DLX3|1747
5012,DLX4|1748
5013,DLX5|1749
5014,DLX6AS|285987
5015,DLX6|1750
5016,DMAP1|55929
5017,DMBT1|1755
5018,DMBX1|127343
5019,DMC1|11144
5020,DMD|1756
5021,DMGDH|29958
5022,DMKN|93099
5023,DMP1|1758
5024,DMPK|1760
5025,DMRT1|1761
5026,DMRT2|10655
5027,DMRT3|58524
5028,DMRTA1|63951
5029,DMRTA2|63950
5030,DMRTB1|63948
5031,DMRTC1B|728656
5032,DMRTC1|63947
5033,DMRTC2|63946
5034,DMTF1|9988
5035,DMWD|1762
5036,DMXL1|1657
5037,DMXL2|23312
5038,DNA2|1763
5039,DNAH10|196385
5040,DNAH11|8701
5041,DNAH12|201625
5042,DNAH14|127602
5043,DNAH17|8632
5044,DNAH1|25981
5045,DNAH2|146754
5046,DNAH3|55567
5047,DNAH5|1767
5048,DNAH6|1768
5049,DNAH7|56171
5050,DNAH8|1769
5051,DNAH9|1770
5052,DNAI1|27019
5053,DNAI2|64446
5054,DNAJA1|3301
5055,DNAJA2|10294
5056,DNAJA3|9093
5057,DNAJA4|55466
5058,DNAJB11|51726
5059,DNAJB12|54788
5060,DNAJB13|374407
5061,DNAJB14|79982
5062,DNAJB1|3337
5063,DNAJB2|3300
5064,DNAJB3|414061
5065,DNAJB4|11080
5066,DNAJB5|25822
5067,DNAJB6|10049
5068,DNAJB7|150353
5069,DNAJB8|165721
5070,DNAJB9|4189
5071,DNAJC10|54431
5072,DNAJC11|55735
5073,DNAJC12|56521
5074,DNAJC13|23317
5075,DNAJC14|85406
5076,DNAJC15|29103
5077,DNAJC16|23341
5078,DNAJC17|55192
5079,DNAJC18|202052
5080,DNAJC19|131118
5081,DNAJC1|64215
5082,DNAJC21|134218
5083,DNAJC22|79962
5084,DNAJC24|120526
5085,DNAJC25-GNG10|552891
5086,DNAJC25|548645
5087,DNAJC27|51277
5088,DNAJC28|54943
5089,DNAJC2|27000
5090,DNAJC30|84277
5091,DNAJC3|5611
5092,DNAJC4|3338
5093,DNAJC5B|85479
5094,DNAJC5G|285126
5095,DNAJC5|80331
5096,DNAJC6|9829
5097,DNAJC7|7266
5098,DNAJC8|22826
5099,DNAJC9|23234
5100,DNAL1|83544
5101,DNAL4|10126
5102,DNALI1|7802
5103,DNASE1L1|1774
5104,DNASE1L2|1775
5105,DNASE1L3|1776
5106,DNASE1|1773
5107,DNASE2B|58511
5108,DNASE2|1777
5109,DND1|373863
5110,DNER|92737
5111,DNHD1|144132
5112,DNLZ|728489
5113,DNM1L|10059
5114,DNM1P35|100128285
5115,DNM1|1759
5116,DNM2|1785
5117,DNM3|26052
5118,DNMBP|23268
5119,DNMT1|1786
5120,DNMT3A|1788
5121,DNMT3B|1789
5122,DNMT3L|29947
5123,DNPEP|23549
5124,DNTTIP1|116092
5125,DNTTIP2|30836
5126,DNTT|1791
5127,DOC2A|8448
5128,DOC2B|8447
5129,DOCK10|55619
5130,DOCK11|139818
5131,DOCK1|1793
5132,DOCK2|1794
5133,DOCK3|1795
5134,DOCK4|9732
5135,DOCK5|80005
5136,DOCK6|57572
5137,DOCK7|85440
5138,DOCK8|81704
5139,DOCK9|23348
5140,DOHH|83475
5141,DOK1|1796
5142,DOK2|9046
5143,DOK3|79930
5144,DOK4|55715
5145,DOK5|55816
5146,DOK6|220164
5147,DOK7|285489
5148,DOLK|22845
5149,DOLPP1|57171
5150,DOM3Z|1797
5151,DONSON|29980
5152,DOPEY1|23033
5153,DOPEY2|9980
5154,DOT1L|84444
5155,DPAGT1|1798
5156,DPCD|25911
5157,DPCR1|135656
5158,DPEP1|1800
5159,DPEP2|64174
5160,DPEP3|64180
5161,DPF1|8193
5162,DPF2|5977
5163,DPF3|8110
5164,DPH1|1801
5165,DPH2|1802
5166,DPH3B|100132911
5167,DPH3|285381
5168,DPH5|51611
5169,DPM1|8813
5170,DPM2|8818
5171,DPM3|54344
5172,DPP10|57628
5173,DPP3|10072
5174,DPP4|1803
5175,DPP6|1804
5176,DPP7|29952
5177,DPP8|54878
5178,DPP9|91039
5179,DPPA2|151871
5180,DPPA3|359787
5181,DPPA4|55211
5182,DPPA5|340168
5183,DPRXP4|503645
5184,DPRX|503834
5185,DPT|1805
5186,DPY19L1|23333
5187,DPY19L2P1|554236
5188,DPY19L2P2|349152
5189,DPY19L2P4|442523
5190,DPY19L2|283417
5191,DPY19L3|147991
5192,DPY19L4|286148
5193,DPY30|84661
5194,DPYD|1806
5195,DPYSL2|1808
5196,DPYSL3|1809
5197,DPYSL4|10570
5198,DPYSL5|56896
5199,DPYS|1807
5200,DQX1|165545
5201,DR1|1810
5202,DRAM1|55332
5203,DRAM2|128338
5204,DRAP1|10589
5205,DRD1|1812
5206,DRD2|1813
5207,DRD3|1814
5208,DRD4|1815
5209,DRD5|1816
5210,DRG1|4733
5211,DRG2|1819
5212,DRGX|644168
5213,DRP2|1821
5214,DSC1|1823
5215,DSC2|1824
5216,DSC3|1825
5217,DSCAML1|57453
5218,DSCAM|1826
5219,DSCC1|79075
5220,DSCR10|259234
5221,DSCR3|10311
5222,DSCR4|10281
5223,DSCR6|53820
5224,DSCR8|84677
5225,DSCR9|257203
5226,DSEL|92126
5227,DSE|29940
5228,DSG1|1828
5229,DSG2|1829
5230,DSG3|1830
5231,DSG4|147409
5232,DSN1|79980
5233,DSPP|1834
5234,DSP|1832
5235,DSTN|11034
5236,DSTYK|25778
5237,DST|667
5238,DTD1|92675
5239,DTHD1|401124
5240,DTL|51514
5241,DTNA|1837
5242,DTNBP1|84062
5243,DTNB|1838
5244,DTWD1|56986
5245,DTWD2|285605
5246,DTX1|1840
5247,DTX2|113878
5248,DTX3L|151636
5249,DTX3|196403
5250,DTX4|23220
5251,DTYMK|1841
5252,DULLARD|23399
5253,DUOX1|53905
5254,DUOX2|50506
5255,DUOXA1|90527
5256,DUOXA2|405753
5257,DUPD1|338599
5258,DUS1L|64118
5259,DUS2L|54920
5260,DUS3L|56931
5261,DUS4L|11062
5262,DUSP10|11221
5263,DUSP11|8446
5264,DUSP12|11266
5265,DUSP13|51207
5266,DUSP14|11072
5267,DUSP15|128853
5268,DUSP16|80824
5269,DUSP18|150290
5270,DUSP19|142679
5271,DUSP1|1843
5272,DUSP21|63904
5273,DUSP22|56940
5274,DUSP23|54935
5275,DUSP26|78986
5276,DUSP27|92235
5277,DUSP28|285193
5278,DUSP2|1844
5279,DUSP3|1845
5280,DUSP4|1846
5281,DUSP5P|574029
5282,DUSP5|1847
5283,DUSP6|1848
5284,DUSP7|1849
5285,DUSP8|1850
5286,DUSP9|1852
5287,DUT|1854
5288,DUX4|22947
5289,DUXA|503835
5290,DVL1|1855
5291,DVL2|1856
5292,DVL3|1857
5293,DVWA|344875
5294,DYDC1|143241
5295,DYDC2|84332
5296,DYM|54808
5297,DYNC1H1|1778
5298,DYNC1I1|1780
5299,DYNC1I2|1781
5300,DYNC1LI1|51143
5301,DYNC1LI2|1783
5302,DYNC2H1|79659
5303,DYNC2LI1|51626
5304,DYNLL1|8655
5305,DYNLL2|140735
5306,DYNLRB1|83658
5307,DYNLRB2|83657
5308,DYNLT1|6993
5309,DYNLT3|6990
5310,DYRK1A|1859
5311,DYRK1B|9149
5312,DYRK2|8445
5313,DYRK3|8444
5314,DYRK4|8798
5315,DYSFIP1|116729
5316,DYSF|8291
5317,DYTN|391475
5318,DYX1C1|161582
5319,DZIP1L|199221
5320,DZIP1|22873
5321,DZIP3|9666
5322,E2F1|1869
5323,E2F2|1870
5324,E2F3|1871
5325,E2F4|1874
5326,E2F5|1875
5327,E2F6|1876
5328,E2F7|144455
5329,E2F8|79733
5330,E4F1|1877
5331,EAF1|85403
5332,EAF2|55840
5333,EAPP|55837
5334,EARS2|124454
5335,EBAG9|9166
5336,EBF1|1879
5337,EBF2|64641
5338,EBF3|253738
5339,EBF4|57593
5340,EBI3|10148
5341,EBNA1BP2|10969
5342,EBPL|84650
5343,EBP|10682
5344,ECD|11319
5345,ECE1|1889
5346,ECE2|9718
5347,ECEL1|9427
5348,ECH1|1891
5349,ECHDC1|55862
5350,ECHDC2|55268
5351,ECHDC3|79746
5352,ECHS1|1892
5353,ECM1|1893
5354,ECM2|1842
5355,ECSCR|641700
5356,ECSIT|51295
5357,ECT2L|345930
5358,ECT2|1894
5359,EDA2R|60401
5360,EDARADD|128178
5361,EDAR|10913
5362,EDA|1896
5363,EDC3|80153
5364,EDC4|23644
5365,EDDM3A|10876
5366,EDDM3B|64184
5367,EDEM1|9695
5368,EDEM2|55741
5369,EDEM3|80267
5370,EDF1|8721
5371,EDIL3|10085
5372,EDN1|1906
5373,EDN2|1907
5374,EDN3|1908
5375,EDNRA|1909
5376,EDNRB|1910
5377,EEA1|8411
5378,EED|8726
5379,EEF1A1P9|441032
5380,EEF1A1|1915
5381,EEF1A2|1917
5382,EEF1B2|1933
5383,EEF1DP3|196549
5384,EEF1D|1936
5385,EEF1E1|9521
5386,EEF1G|1937
5387,EEF2K|29904
5388,EEF2|1938
5389,EEFSEC|60678
5390,EEPD1|80820
5391,EFCAB10|100130771
5392,EFCAB1|79645
5393,EFCAB2|84288
5394,EFCAB3|146779
5395,EFCAB4A|283229
5396,EFCAB4B|84766
5397,EFCAB5|374786
5398,EFCAB6|64800
5399,EFCAB7|84455
5400,EFEMP1|2202
5401,EFEMP2|30008
5402,EFHA1|221154
5403,EFHA2|286097
5404,EFHB|151651
5405,EFHC1|114327
5406,EFHC2|80258
5407,EFHD1|80303
5408,EFHD2|79180
5409,EFNA1|1942
5410,EFNA2|1943
5411,EFNA3|1944
5412,EFNA4|1945
5413,EFNA5|1946
5414,EFNB1|1947
5415,EFNB2|1948
5416,EFNB3|1949
5417,EFR3A|23167
5418,EFR3B|22979
5419,EFS|10278
5420,EFTUD1|79631
5421,EFTUD2|9343
5422,EGFL6|25975
5423,EGFL7|51162
5424,EGFL8|80864
5425,EGFLAM|133584
5426,EGFR|1956
5427,EGF|1950
5428,EGLN1|54583
5429,EGLN2|112398
5430,EGLN3|112399
5431,EGOT|100126791
5432,EGR1|1958
5433,EGR2|1959
5434,EGR3|1960
5435,EGR4|1961
5436,EHBP1L1|254102
5437,EHBP1|23301
5438,EHD1|10938
5439,EHD2|30846
5440,EHD3|30845
5441,EHD4|30844
5442,EHF|26298
5443,EHHADH|1962
5444,EHMT1|79813
5445,EHMT2|10919
5446,EI24|9538
5447,EID1|23741
5448,EID2B|126272
5449,EID2|163126
5450,EID3|493861
5451,EIF1AD|84285
5452,EIF1AX|1964
5453,EIF1AY|9086
5454,EIF1B|10289
5455,EIF1|10209
5456,EIF2AK1|27102
5457,EIF2AK2|5610
5458,EIF2AK3|9451
5459,EIF2AK4|440275
5460,EIF2A|83939
5461,EIF2B1|1967
5462,EIF2B2|8892
5463,EIF2B3|8891
5464,EIF2B4|8890
5465,EIF2B5|8893
5466,EIF2C1|26523
5467,EIF2C2|27161
5468,EIF2C3|192669
5469,EIF2C4|192670
5470,EIF2S1|1965
5471,EIF2S2|8894
5472,EIF2S3|1968
5473,EIF3A|8661
5474,EIF3B|8662
5475,EIF3CL|728689
5476,EIF3C|8663
5477,EIF3D|8664
5478,EIF3E|3646
5479,EIF3F|8665
5480,EIF3G|8666
5481,EIF3H|8667
5482,EIF3IP1|442720
5483,EIF3I|8668
5484,EIF3J|8669
5485,EIF3K|27335
5486,EIF3L|51386
5487,EIF3M|10480
5488,EIF4A1|1973
5489,EIF4A2|1974
5490,EIF4A3|9775
5491,EIF4B|1975
5492,EIF4E1B|253314
5493,EIF4E2|9470
5494,EIF4E3|317649
5495,EIF4EBP1|1978
5496,EIF4EBP2|1979
5497,EIF4EBP3|8637
5498,EIF4ENIF1|56478
5499,EIF4E|1977
5500,EIF4G1|1981
5501,EIF4G2|1982
5502,EIF4G3|8672
5503,EIF4H|7458
5504,EIF5A2|56648
5505,EIF5AL1|143244
5506,EIF5A|1984
5507,EIF5B|9669
5508,EIF5|1983
5509,EIF6|3692
5510,ELAC1|55520
5511,ELAC2|60528
5512,ELANE|1991
5513,ELAVL1|1994
5514,ELAVL2|1993
5515,ELAVL3|1995
5516,ELAVL4|1996
5517,ELF1|1997
5518,ELF2|1998
5519,ELF3|1999
5520,ELF4|2000
5521,ELF5|2001
5522,ELFN1|392617
5523,ELFN2|114794
5524,ELK1|2002
5525,ELK3|2004
5526,ELK4|2005
5527,ELL2|22936
5528,ELL3|80237
5529,ELL|8178
5530,ELMO1|9844
5531,ELMO2|63916
5532,ELMO3|79767
5533,ELMOD1|55531
5534,ELMOD2|255520
5535,ELMOD3|84173
5536,ELN|2006
5537,ELOF1|84337
5538,ELOVL1|64834
5539,ELOVL2|54898
5540,ELOVL3|83401
5541,ELOVL4|6785
5542,ELOVL5|60481
5543,ELOVL6|79071
5544,ELOVL7|79993
5545,ELP2P|100131454
5546,ELP2|55250
5547,ELP3|55140
5548,ELP4|26610
5549,ELSPBP1|64100
5550,ELTD1|64123
5551,EMB|133418
5552,EMCN|51705
5553,EMD|2010
5554,EME1|146956
5555,EME2|197342
5556,EMG1|10436
5557,EMID1|129080
5558,EMID2|136227
5559,EMILIN1|11117
5560,EMILIN2|84034
5561,EMILIN3|90187
5562,EML1|2009
5563,EML2|24139
5564,EML3|256364
5565,EML4|27436
5566,EML5|161436
5567,EML6|400954
5568,EMP1|2012
5569,EMP2|2013
5570,EMP3|2014
5571,EMR1|2015
5572,EMR2|30817
5573,EMR3|84658
5574,EMR4P|326342
5575,EMX1|2016
5576,EMX2OS|196047
5577,EMX2|2018
5578,EN1|2019
5579,EN2|2020
5580,ENAH|55740
5581,ENAM|10117
5582,ENC1|8507
5583,ENDOD1|23052
5584,ENDOG|2021
5585,ENDOU|8909
5586,ENGASE|64772
5587,ENG|2022
5588,ENHO|375704
5589,ENKUR|219670
5590,ENO1|2023
5591,ENO2|2026
5592,ENO3|2027
5593,ENOPH1|58478
5594,ENOSF1|55556
5595,ENOX1|55068
5596,ENOX2|10495
5597,ENPEP|2028
5598,ENPP1|5167
5599,ENPP2|5168
5600,ENPP3|5169
5601,ENPP4|22875
5602,ENPP5|59084
5603,ENPP6|133121
5604,ENPP7|339221
5605,ENSA|2029
5606,ENTHD1|150350
5607,ENTPD1|953
5608,ENTPD2|954
5609,ENTPD3|956
5610,ENTPD4|9583
5611,ENTPD5|957
5612,ENTPD6|955
5613,ENTPD7|57089
5614,ENTPD8|377841
5615,ENY2|56943
5616,EOMES|8320
5617,EP300|2033
5618,EP400NL|347918
5619,EP400|57634
5620,EPAS1|2034
5621,EPB41L1|2036
5622,EPB41L2|2037
5623,EPB41L3|23136
5624,EPB41L4A|64097
5625,EPB41L4B|54566
5626,EPB41L5|57669
5627,EPB41|2035
5628,EPB42|2038
5629,EPB49|2039
5630,EPC1|80314
5631,EPC2|26122
5632,EPCAM|4072
5633,EPDR1|54749
5634,EPGN|255324
5635,EPHA10|284656
5636,EPHA1|2041
5637,EPHA2|1969
5638,EPHA3|2042
5639,EPHA4|2043
5640,EPHA5|2044
5641,EPHA6|285220
5642,EPHA7|2045
5643,EPHA8|2046
5644,EPHB1|2047
5645,EPHB2|2048
5646,EPHB3|2049
5647,EPHB4|2050
5648,EPHB6|2051
5649,EPHX1|2052
5650,EPHX2|2053
5651,EPHX3|79852
5652,EPHX4|253152
5653,EPM2AIP1|9852
5654,EPM2A|7957
5655,EPN1|29924
5656,EPN2|22905
5657,EPN3|55040
5658,EPOR|2057
5659,EPO|2056
5660,EPPK1|83481
5661,EPR1|8475
5662,EPRS|2058
5663,EPS15L1|58513
5664,EPS15|2060
5665,EPS8L1|54869
5666,EPS8L2|64787
5667,EPS8L3|79574
5668,EPS8|2059
5669,EPSTI1|94240
5670,EPT1|85465
5671,EPX|8288
5672,EPYC|1833
5673,ERAL1|26284
5674,ERAP1|51752
5675,ERAP2|64167
5676,ERAS|3266
5677,ERBB2IP|55914
5678,ERBB2|2064
5679,ERBB3|2065
5680,ERBB4|2066
5681,ERC1|23085
5682,ERC2|26059
5683,ERCC1|2067
5684,ERCC2|2068
5685,ERCC3|2071
5686,ERCC4|2072
5687,ERCC5|2073
5688,ERCC6L|54821
5689,ERCC6|2074
5690,ERCC8|1161
5691,EREG|2069
5692,ERF|2077
5693,ERGIC1|57222
5694,ERGIC2|51290
5695,ERGIC3|51614
5696,ERG|2078
5697,ERH|2079
5698,ERI1|90459
5699,ERI2|112479
5700,ERI3|79033
5701,ERICH1|157697
5702,ERLEC1|27248
5703,ERLIN1|10613
5704,ERLIN2|11160
5705,ERMAP|114625
5706,ERMN|57471
5707,ERMP1|79956
5708,ERN1|2081
5709,ERN2|10595
5710,ERO1LB|56605
5711,ERO1L|30001
5712,ERP27|121506
5713,ERP29|10961
5714,ERP44|23071
5715,ERRFI1|54206
5716,ERVFRDE1|405754
5717,ESAM|90952
5718,ESCO1|114799
5719,ESCO2|157570
5720,ESD|2098
5721,ESF1|51575
5722,ESM1|11082
5723,ESPL1|9700
5724,ESPNL|339768
5725,ESPNP|284729
5726,ESPN|83715
5727,ESR1|2099
5728,ESR2|2100
5729,ESRP1|54845
5730,ESRP2|80004
5731,ESRRA|2101
5732,ESRRB|2103
5733,ESRRG|2104
5734,ESX1|80712
5735,ESYT1|23344
5736,ESYT2|57488
5737,ESYT3|83850
5738,ETAA1|54465
5739,ETF1|2107
5740,ETFA|2108
5741,ETFB|2109
5742,ETFDH|2110
5743,ETHE1|23474
5744,ETNK1|55500
5745,ETNK2|55224
5746,ETS1|2113
5747,ETS2|2114
5748,ETV1|2115
5749,ETV2|2116
5750,ETV3L|440695
5751,ETV3|2117
5752,ETV4|2118
5753,ETV5|2119
5754,ETV6|2120
5755,ETV7|51513
5756,EVC2|132884
5757,EVC|2121
5758,EVI2A|2123
5759,EVI2B|2124
5760,EVI5L|115704
5761,EVI5|7813
5762,EVL|51466
5763,EVPLL|645027
5764,EVPL|2125
5765,EVX1|2128
5766,EVX2|344191
5767,EWSR1|2130
5768,EXD1|161829
5769,EXD2|55218
5770,EXD3|54932
5771,EXO1|9156
5772,EXOC1|55763
5773,EXOC2|55770
5774,EXOC3L2|90332
5775,EXOC3L|283849
5776,EXOC3|11336
5777,EXOC4|60412
5778,EXOC5|10640
5779,EXOC6B|23233
5780,EXOC6|54536
5781,EXOC7|23265
5782,EXOC8|149371
5783,EXOG|9941
5784,EXOSC10|5394
5785,EXOSC1|51013
5786,EXOSC2|23404
5787,EXOSC3|51010
5788,EXOSC4|54512
5789,EXOSC5|56915
5790,EXOSC6|118460
5791,EXOSC7|23016
5792,EXOSC8|11340
5793,EXOSC9|5393
5794,EXPH5|23086
5795,EXT1|2131
5796,EXT2|2132
5797,EXTL1|2134
5798,EXTL2|2135
5799,EXTL3|2137
5800,EYA1|2138
5801,EYA2|2139
5802,EYA3|2140
5803,EYA4|2070
5804,EYS|346007
5805,EZH1|2145
5806,EZH2|2146
5807,EZR|7430
5808,F10|2159
5809,F11R|50848
5810,F11|2160
5811,F12|2161
5812,F13A1|2162
5813,F13B|2165
5814,F2RL1|2150
5815,F2RL2|2151
5816,F2RL3|9002
5817,F2R|2149
5818,F2|2147
5819,F3|2152
5820,F5|2153
5821,F7|2155
5822,F8A1|8263
5823,F8|2157
5824,F9|2158
5825,FA2H|79152
5826,FAAH2|158584
5827,FAAH|2166
5828,FABP12|646486
5829,FABP1|2168
5830,FABP2|2169
5831,FABP3|2170
5832,FABP4|2167
5833,FABP5L3|220832
5834,FABP5|2171
5835,FABP6|2172
5836,FABP7|2173
5837,FABP9|646480
5838,FADD|8772
5839,FADS1|3992
5840,FADS2|9415
5841,FADS3|3995
5842,FADS6|283985
5843,FAF1|11124
5844,FAF2|23197
5845,FAHD1|81889
5846,FAHD2A|51011
5847,FAHD2B|151313
5848,FAH|2184
5849,FAIM2|23017
5850,FAIM3|9214
5851,FAIM|55179
5852,FAM100A|124402
5853,FAM100B|283991
5854,FAM101A|144347
5855,FAM101B|359845
5856,FAM102A|399665
5857,FAM102B|284611
5858,FAM103A1|83640
5859,FAM104A|84923
5860,FAM104B|90736
5861,FAM105A|54491
5862,FAM105B|90268
5863,FAM106A|80039
5864,FAM106C|100129396
5865,FAM107A|11170
5866,FAM107B|83641
5867,FAM108A1|81926
5868,FAM108B1|51104
5869,FAM108C1|58489
5870,FAM109A|144717
5871,FAM109B|150368
5872,FAM10A4|145165
5873,FAM110A|83541
5874,FAM110B|90362
5875,FAM110C|642273
5876,FAM111A|63901
5877,FAM111B|374393
5878,FAM113A|64773
5879,FAM113B|91523
5880,FAM114A1|92689
5881,FAM114A2|10827
5882,FAM115A|9747
5883,FAM115C|285966
5884,FAM116A|201627
5885,FAM116B|414918
5886,FAM117A|81558
5887,FAM117B|150864
5888,FAM118A|55007
5889,FAM118B|79607
5890,FAM119A|151194
5891,FAM119B|25895
5892,FAM120AOS|158293
5893,FAM120A|23196
5894,FAM120B|84498
5895,FAM120C|54954
5896,FAM122A|116224
5897,FAM122B|159090
5898,FAM122C|159091
5899,FAM123A|219287
5900,FAM123B|139285
5901,FAM123C|205147
5902,FAM124A|220108
5903,FAM124B|79843
5904,FAM125A|93343
5905,FAM125B|89853
5906,FAM126A|84668
5907,FAM126B|285172
5908,FAM127A|8933
5909,FAM127B|26071
5910,FAM127C|441518
5911,FAM128A|653784
5912,FAM128B|80097
5913,FAM129A|116496
5914,FAM129B|64855
5915,FAM129C|199786
5916,FAM131A|131408
5917,FAM131B|9715
5918,FAM131C|348487
5919,FAM132A|388581
5920,FAM133A|286499
5921,FAM133B|257415
5922,FAM134A|79137
5923,FAM134B|54463
5924,FAM134C|162427
5925,FAM135A|57579
5926,FAM135B|51059
5927,FAM136A|84908
5928,FAM136B|387071
5929,FAM138B|654412
5930,FAM138D|677784
5931,FAM138E|100124412
5932,FAM138F|641702
5933,FAM13AOS|285512
5934,FAM13A|10144
5935,FAM13B|51306
5936,FAM13C|220965
5937,FAM149A|25854
5938,FAM149B1|317662
5939,FAM150A|389658
5940,FAM150B|285016
5941,FAM151A|338094
5942,FAM151B|167555
5943,FAM153A|285596
5944,FAM153B|202134
5945,FAM153C|653316
5946,FAM154A|158297
5947,FAM154B|283726
5948,FAM155A|728215
5949,FAM155B|27112
5950,FAM156A|29057
5951,FAM157A|728262
5952,FAM157B|100132403
5953,FAM158A|51016
5954,FAM159A|348378
5955,FAM160A1|729830
5956,FAM160A2|84067
5957,FAM160B1|57700
5958,FAM160B2|64760
5959,FAM161A|84140
5960,FAM161B|145483
5961,FAM162A|26355
5962,FAM162B|221303
5963,FAM163A|148753
5964,FAM163B|642968
5965,FAM164A|51101
5966,FAM164C|79696
5967,FAM165B|54065
5968,FAM166A|401565
5969,FAM166B|730112
5970,FAM167A|83648
5971,FAM167B|84734
5972,FAM168A|23201
5973,FAM168B|130074
5974,FAM169A|26049
5975,FAM169B|283777
5976,FAM170A|340069
